ID,Long,Lat,Country,Island,pop,geometry,id,cluster
11712.0,-65.289418,18.315046,Puerto Rico,Isla de Culebra,1408.0,POINT (-65.289418 18.315046),151,13
11575.0,-64.768456,17.73286,Virgin Islands; U.S.,Saint Croix,49575.0,POINT (-64.768456 17.73286),144,13
13007.0,-72.962294,22.374459,Bahamas,Mayaguana Island,232.0,POINT (-72.962294 22.374459),181,14
11824.0,-73.748881,18.613216,Haiti,Grande Cayemite,3821.0,POINT (-73.748881 18.613216),159,14
12389.0,-71.139484,21.465994,Turks and Caicos Islands,The Island,15849.0,POINT (-71.139484 21.465994),170,14
11898.0,-81.243946,19.318442,Cayman Islands,Grand Cayman,54576.0,POINT (-81.243946 19.318442),164,15
12526.0,-81.484967,21.634773,Cuba,Cayo Largo,1680.0,POINT (-81.484967 21.634773),173,15
14402.0,-80.981059,24.747127,United States,Crawl Key,6637.0,POINT (-80.981059 24.747127),198,15
14001.0,-77.777172,24.14929,Bahamas,Middle Bight Cay,357.0,POINT (-77.777172 24.14929),190,16
11927.0,-79.798663,19.720189,Cayman Islands,Cayman Brac,1688.0,POINT (-79.798663 19.720189),166,16
13230.0,-79.477052,22.715426,Cuba,Cayo Fragoso,65.0,POINT (-79.477052 22.715426),182,16
13724.0,-75.849478,23.550259,Bahamas,Great Exuma Island,4274.0,POINT (-75.849478 23.550259),184,17
13241.0,-74.201491,22.740112,Bahamas,Crooked Island,239.0,POINT (-74.201491 22.740112),183,18
17969.0,-14.906013,10.85718,Guinea,Ile Kapken,484.0,POINT (-14.906013 10.85718),216,19
18011.0,-15.935299,11.111525,Guinea-Bissau,Ilha de Orangozinho,1033.0,POINT (-15.935299 11.111525),217,19
18180.0,-24.705479,14.851555,Cape Verde,Ilha Brava,5602.0,POINT (-24.705479 14.851555),235,20
18199.0,-24.256203,16.598519,Cape Verde,Ilha de Sao Nicolau,11505.0,POINT (-24.256203 16.598519),240,21
18241.0,-17.232609,28.117411,Spain,La Gomera,16571.0,POINT (-17.232609 28.117411),246,22
18245.0,-14.036486,28.406106,Spain,Isla de Fuerteventura,112915.0,POINT (-14.036486 28.406106),248,23
18460.0,-16.51515,32.528582,Portugal,Deserta Grande,86.0,POINT (-16.51515 32.528582),252,24
19103.0,-28.701332,38.578217,Portugal,Ilha do Faial,13589.0,POINT (-28.701332 38.578217),258,25
19284.0,-80.517215,32.313465,United States,Pritchards Island,661.0,POINT (-80.517215 32.313465),264,26
20208.0,-70.064404,41.277483,United States,Split Rock,10766.0,POINT (-70.064404 41.277483),275,27
20495.0,-123.147499,48.78442,Canada,Saturna Island,269.0,POINT (-123.147499 48.78442),282,28
20413.0,-122.802776,48.561184,United States,Blakely Island,88.0,POINT (-122.802776 48.561184),279,28
22969.0,-166.384804,53.980609,United States,,651.0,POINT (-166.384804 53.980609),305,29
24487.0,-132.789048,55.560451,United States,Prince of Wales Island,2951.0,POINT (-132.789048 55.560451),312,30
25303.0,-136.283729,57.749726,United States,Hill Island,1101.0,POINT (-136.283729 57.749726),317,31
28004.0,-68.844609,44.077281,United States,Vinal Falls,917.0,POINT (-68.844609 44.077281),331,32
29137.0,-59.854174,46.097555,Canada,,130857.0,POINT (-59.854174 46.097555),337,33
30228.0,-55.71603,49.528688,Canada,,1479.0,POINT (-55.71603 49.528688),352,34
29237.0,-56.322499,46.950712,Saint Pierre and Miquelon,Ile Miquelon,1130.0,POINT (-56.322499 46.950712),342,34
36565.0,-50.693363,63.054036,Greenland,Qeqertarsuatsiaq,300.0,POINT (-50.693363 63.054036),361,35
38379.0,-55.452768,72.848063,Greenland,Aappilattoq,54.0,POINT (-55.452768 72.848063),381,36
38815.0,10.287933,42.77863,Italy,Isola d' Elba,28440.0,POINT (10.287933 42.77863),394,37
38776.0,16.872785,42.752929,Croatia,Otok Lastovo,770.0,POINT (16.872785 42.752929),392,38
39017.0,146.323889,43.630924,Russia,Taraku-jima,119.0,POINT (146.323889 43.630924),405,39
40344.0,-9.72206,53.124995,Ireland,Inishmore,998.0,POINT (-9.72206 53.124995),442,40
40388.0,4.963325,53.256287,Netherlands,Vlieland,989.0,POINT (4.963325 53.256287),444,41
40776.0,8.597272,54.637761,Germany,Nordmarsch-Langeness,69.0,POINT (8.597272 54.637761),457,42
40860.0,12.040944,54.927349,Denmark,Bogo,1941.0,POINT (12.040944 54.927349),461,43
40783.0,13.397451,54.436568,Germany,Rugen,60018.0,POINT (13.397451 54.436568),458,43
41388.0,-6.885431,56.500406,United Kingdom,Tiree,2050.0,POINT (-6.885431 56.500406),490,44
42680.0,23.985236,58.12936,Estonia,Kihnu,628.0,POINT (23.985236 58.12936),512,45
42309.0,18.510063,57.48705,Sweden,Gotland,51836.0,POINT (18.510063 57.48705),510,46
44650.0,-2.774695,59.189172,United Kingdom,Eday,462.0,POINT (-2.774695 59.189172),527,47
48944.0,4.696453,61.035757,Norway,Ytre Sula,117.0,POINT (4.696453 61.035757),570,48
48239.0,20.562606,60.029736,?land,Ostersocknen,337.0,POINT (20.562606 60.029736),538,49
48534.0,21.990811,60.322832,Finland,Airismaa,68.0,POINT (21.990811 60.322832),559,49
48373.0,-1.1041,60.147895,United Kingdom,Bressay Island,629.0,POINT (-1.1041 60.147895),548,50
48254.0,-44.899592,60.050509,Greenland,Illukasik,32996.0,POINT (-44.899592 60.050509),540,51
49097.0,-6.736734,62.297646,Faroe Islands,Kalsoy,334.0,POINT (-6.736734 62.297646),582,52
49098.0,5.557193,62.353711,Norway,Nerlandsoya,456.0,POINT (5.557193 62.353711),583,53
49268.0,21.274124,63.229914,Finland,Vallgrund,3744.0,POINT (21.274124 63.229914),588,54
49372.0,20.9137,63.725596,Sweden,Angeson,550.0,POINT (20.9137 63.725596),597,54
49312.0,8.01753,63.398982,Norway,Smola,1511.0,POINT (8.01753 63.398982),592,55
50247.0,14.800666,68.543797,Norway,Hadseloya,4767.0,POINT (14.800666 68.543797),616,56
50421.0,19.661709,69.911785,Norway,Reinoya,166.0,POINT (19.661709 69.911785),625,57
50559.0,23.856034,70.626441,Norway,Kvaloya,9280.0,POINT (23.856034 70.626441),635,58
51391.0,-19.572101,77.902982,Greenland,,32996.0,POINT (-19.572101 77.902982),645,59
52146.0,10.879286,33.792453,Tunisia,Ile de Jerba,171513.0,POINT (10.879286 33.792453),654,60
52453.0,25.326532,36.721413,Greece,Nisos Ios,2117.0,POINT (25.326532 36.721413),678,61
53207.0,25.839947,40.161488,Turkey,Gokceada,16960.0,POINT (25.839947 40.161488),733,61
52943.0,14.936326,38.487207,Italy,Isola Lipari,5853.0,POINT (14.936326 38.487207),710,62
53107.0,20.163752,39.206052,Greece,Nisos Paxoi,1850.0,POINT (20.163752 39.206052),724,63
54042.0,47.598136,-14.549928,Madagascar,Nosy Lava,395.0,POINT (47.598136 -14.549928),753,64
54254.0,43.734357,-12.322965,Comoros,Chissioua Bouelamiradji,43035.0,POINT (43.734357 -12.322965),761,65
54179.0,45.143921,-12.823991,Mayotte,Mayotte,218112.0,POINT (45.143921 -12.823991),760,65
54504.0,39.359506,-6.140677,Tanzania,Zanzibar Island,1115726.0,POINT (39.359506 -6.140677),768,66
54628.0,55.230665,-4.487211,Seychelles,Silhouette,301.0,POINT (55.230665 -4.487211),772,67
54958.0,8.533526,4.536372,Cameroon,,90.0,POINT (8.533526 4.536372),781,68
55057.0,5.292171,5.500303,Nigeria,,28160.0,POINT (5.292171 5.500303),787,69
55315.0,40.258949,15.153061,Eritrea,Hawakil,69.0,POINT (40.258949 15.153061),792,70
55574.0,42.020711,16.633759,Saudi Arabia,Qummah,291.0,POINT (42.020711 16.633759),799,71
58137.0,93.806637,7.025677,India,Great Nicobar Island,7732.0,POINT (93.806637 7.025677),903,72
58756.0,93.808433,19.286548,Myanmar,Ganga Kyun,778.0,POINT (93.808433 19.286548),930,72
56506.0,91.487692,22.492596,Bangladesh,Sandwip Island,297396.0,POINT (91.487692 22.492596),880,73
56178.0,88.868028,21.801463,India,,328.0,POINT (88.868028 21.801463),833,73
56719.0,67.676158,23.903552,Pakistan,,156.0,POINT (67.676158 23.903552),884,74
56806.0,53.29194,24.292359,United Arab Emirates,Jazirat Marawwah,636.0,POINT (53.29194 24.292359),887,75
57153.0,55.810224,26.784128,Iran,Jazireh-ye Qeshm,129678.0,POINT (55.810224 26.784128),898,76
58256.0,79.300692,9.267577,India,Pamban Island,43374.0,POINT (79.300692 9.267577),909,77
58319.0,79.893446,9.634944,Sri Lanka,Kayts,17231.0,POINT (79.893446 9.634944),911,77
58456.0,53.045257,12.155939,Yemen,Samhah,163.0,POINT (53.045257 12.155939),916,78
75350.0,121.458274,19.325178,Philippines,Calayan Island,9921.0,POINT (121.458274 19.325178),1632,79
59987.0,121.490499,22.660052,Taiwan,Lu Dao,1990.0,POINT (121.490499 22.660052),954,79
59132.0,107.005822,20.800673,Vietnam,Dao Cat Ba,26029.0,POINT (107.005822 20.800673),940,80
59758.0,112.781316,21.68574,China,Shangchuan Dao,14981.0,POINT (112.781316 21.68574),949,81
59911.0,113.944882,22.261671,Hong Kong,Tai Yue Shan,109963.0,POINT (113.944882 22.261671),953,81
60172.0,124.010534,24.237904,Japan,Kuro-shima,329.0,POINT (124.010534 24.237904),958,82
60432.0,119.690789,25.648962,China,Dalian Dao,1749.0,POINT (119.690789 25.648962),968,83
60089.0,119.616749,23.563816,Taiwan,Penghu Dao,72734.0,POINT (119.616749 23.563816),956,83
61593.0,130.975089,30.580814,Japan,Tanega-shima,29980.0,POINT (130.975089 30.580814),1010,84
62691.0,127.044018,34.349904,South Korea,Douglas Island,752.0,POINT (127.044018 34.349904),1061,84
60824.0,121.045554,27.860103,China,Niyu Dao,5025.0,POINT (121.045554 27.860103),983,85
61419.0,122.278933,30.257604,China,Xiaochangtu Shan,5285.0,POINT (122.278933 30.257604),1003,86
62657.0,133.172929,34.319652,Japan,Inno-shima,25224.0,POINT (133.172929 34.319652),1059,87
61919.0,139.798228,33.106333,Japan,Hachijo-jima,7717.0,POINT (139.798228 33.106333),1024,88
63994.0,133.098224,36.083692,Japan,Nakano-shima,1727.0,POINT (133.098224 36.083692),1089,89
64416.0,124.699865,37.824466,North Korea,Daisei To,139.0,POINT (124.699865 37.824466),1096,90
64606.0,122.693906,39.230917,China,Xiaochangshan Dao,4705.0,POINT (122.693906 39.230917),1103,91
84941.0,128.655342,-3.553404,Indonesia,Pulau Saparua,33283.0,POINT (128.655342 -3.553404),1993,92
84679.0,122.715566,-4.543211,Indonesia,Pulau Tobea Besar,2621.0,POINT (122.715566 -4.543211),1972,93
65731.0,134.365964,-2.071292,Indonesia,Meos Waar,132.0,POINT (134.365964 -2.071292),1166,94
64993.0,152.598744,-3.120609,Papua New Guinea,Lihir Island,14527.0,POINT (152.598744 -3.120609),1111,95
65598.0,116.448624,-2.157306,Indonesia,,1111.0,POINT (116.448624 -2.157306),1158,96
66087.0,149.975686,-1.663443,Papua New Guinea,Emirau Island,2416.0,POINT (149.975686 -1.663443),1192,97
65077.0,106.8175,-2.963562,Indonesia,Pulau Lepar,9072.0,POINT (106.8175 -2.963562),1118,98
68311.0,103.900695,0.975068,Indonesia,Pulau Bulan,5519.0,POINT (103.900695 0.975068),1302,99
68999.0,104.171622,2.78819,Malaysia,Pulau Tioman,950.0,POINT (104.171622 2.78819),1350,99
73799.0,98.465891,11.685609,Myanmar,Kisseraing Island,18498.0,POINT (98.465891 11.685609),1546,99
71403.0,98.609963,8.13127,Thailand,Ko Yao Noi,3659.0,POINT (98.609963 8.13127),1470,99
65327.0,147.273592,-2.548093,Papua New Guinea,Baluan Island,359.0,POINT (147.273592 -2.548093),1139,100
65762.0,125.955756,-2.211293,Indonesia,Pulau Sanana,10839.0,POINT (125.955756 -2.211293),1167,101
65936.0,137.303241,-1.809053,Indonesia,,137.0,POINT (137.303241 -1.809053),1180,102
65186.0,110.094765,-2.722306,Indonesia,Pulau Bawal,365.0,POINT (110.094765 -2.722306),1126,103
66733.0,117.375618,-0.870784,Indonesia,Muaraulu,77.0,POINT (117.375618 -0.870784),1217,104
69043.0,117.626447,2.953996,Indonesia,Pulau Mening,296.0,POINT (117.626447 2.953996),1353,105
71025.0,116.940721,7.273264,Malaysia,Pulau Balambangan,244.0,POINT (116.940721 7.273264),1457,105
70322.0,121.811854,6.153077,Philippines,Bucutua Island,2196.0,POINT (121.811854 6.153077),1435,105
68970.0,125.400876,2.736964,Indonesia,Pulau Siau,27649.0,POINT (125.400876 2.736964),1348,106
68612.0,110.432811,1.657242,Malaysia,,8713.0,POINT (110.432811 1.657242),1316,107
68969.0,106.225137,2.770521,Indonesia,Pulau Airabu,610.0,POINT (106.225137 2.770521),1347,108
69470.0,126.670421,3.924533,Indonesia,Pulau Salibabu,25826.0,POINT (126.670421 3.924533),1383,109
69948.0,125.476964,5.444604,Philippines,Sarangani Island,7600.0,POINT (125.476964 5.444604),1413,110
71051.0,151.839179,7.345338,Micronesia,Fefan,1544.0,POINT (151.839179 7.345338),1459,111
74500.0,123.597628,12.180535,Philippines,Masbate,705420.0,POINT (123.597628 12.180535),1581,112
72879.0,103.245831,10.72238,Cambodia,Kaoh Rung,405.0,POINT (103.245831 10.72238),1514,113
73748.0,102.56702,11.657011,Thailand,Ko Kut,1446.0,POINT (102.56702 11.657011),1542,113
72668.0,103.991133,10.274726,Vietnam,Dao Phu Quoc,98482.0,POINT (103.991133 10.274726),1503,113
74754.0,144.777038,13.443537,Guam,Guam,160362.0,POINT (144.777038 13.443537),1603,114
74908.0,145.214092,14.157435,Northern Mariana Islands,Rota,1889.0,POINT (145.214092 14.157435),1613,114
75754.0,174.299333,-41.181591,New Zealand,Arapawa Island,95.0,POINT (174.299333 -41.181591),1638,115
76155.0,175.102466,-36.796133,New Zealand,Waiheke Island,19469.0,POINT (175.102466 -36.796133),1649,116
77720.0,167.973461,-21.517013,New Caledonia,Mare,4472.0,POINT (167.973461 -21.517013),1660,117
78279.0,170.217983,-19.528174,Vanuatu,Futuna,324.0,POINT (170.217983 -19.528174),1667,118
78968.0,167.477601,-16.26531,Vanuatu,Malakula,22656.0,POINT (167.477601 -16.26531),1706,119
80630.0,153.438789,-11.328873,Papua New Guinea,Yeina Island,504.0,POINT (153.438789 -11.328873),1731,120
80660.0,166.525632,-11.260288,Solomon Islands,Utupua,1005.0,POINT (166.525632 -11.260288),1734,121
81010.0,142.282251,-10.60634,Australia,Horn Island,641.0,POINT (142.282251 -10.60634),1750,122
81004.0,150.993984,-10.624133,Papua New Guinea,Rocky Islet,1726.0,POINT (150.993984 -10.624133),1749,123
84281.0,155.308815,-6.225006,Papua New Guinea,Bougainville Island,161244.0,POINT (155.308815 -6.225006),1947,124
83039.0,157.57536,-7.414676,Solomon Islands,Rob Roy Island,265.0,POINT (157.57536 -7.414676),1864,124
82523.0,125.577538,-8.229847,East Timor,Pulau Atauro,9908.0,POINT (125.577538 -8.229847),1821,125
82248.0,123.927473,-8.364978,Indonesia,Pulau Marisa,1021.0,POINT (123.927473 -8.364978),1802,125
82291.0,125.11192,-9.247571,Indonesia; East Timor,Pulau Timor,3191134.0,POINT (125.11192 -9.247571),1803,125
81515.0,143.20623,-9.084314,Papua New Guinea,Daru Island,7561.0,POINT (143.20623 -9.084314),1769,126
81571.0,152.754653,-9.111502,Papua New Guinea,Muyua Island,6254.0,POINT (152.754653 -9.111502),1777,127
83313.0,115.619657,-6.977491,Indonesia,Pulau Paliat,10472.0,POINT (115.619657 -6.977491),1889,128
84141.0,114.423988,-5.561531,Indonesia,Pulau Masalembu Besar,35584.0,POINT (114.423988 -5.561531),1935,129
83200.0,128.614522,-7.136832,Indonesia,Pulau Damar,438.0,POINT (128.614522 -7.136832),1880,130
83044.0,138.366615,-7.903901,Indonesia,Pulau Yos Sudarso,31589.0,POINT (138.366615 -7.903901),1865,131
83199.0,134.506675,-7.079893,Indonesia,Pulau Enu,134.0,POINT (134.506675 -7.079893),1879,132
83505.0,105.204445,-6.589843,Indonesia,Pulau Panaitan,1675.0,POINT (105.204445 -6.589843),1902,133
84306.0,148.082342,-5.408801,Papua New Guinea,Sakar Island,155.0,POINT (148.082342 -5.408801),1948,134
84350.0,137.831042,-5.337071,Indonesia,Little Island,91.0,POINT (137.831042 -5.337071),1952,135
84983.0,143.582371,-3.414807,Papua New Guinea,Muschu Island,3457.0,POINT (143.582371 -3.414807),1997,136
9645.0,-169.468214,-14.242045,American Samoa,Ta`u Island,714.0,POINT (-169.468214 -14.242045),86,-1
53855.0,11.704911,-16.595546,Angola,Ilha da Baia dos Tigres,141.0,POINT (11.704911 -16.595546),752,-1
1152.0,-64.315773,-54.798325,Argentina,Isla de los Estados,240.0,POINT (-64.315773 -54.798325),2,-1
3007.0,-68.677673,-54.054777,Argentina; Chile,Isla Tierra del Fuego,167448.0,POINT (-68.677673 -54.054777),4,-1
11107.0,-69.970276,12.509315,Aruba,Aruba,104958.0,POINT (-69.970276 12.509315),123,-1
75653.0,147.294835,-43.329138,Australia,Woody Island,4471.0,POINT (147.294835 -43.329138),1635,-1
11169.0,-59.55639,13.172262,Barbados,Barbados,288594.0,POINT (-59.55639 13.172262),127,-1
38688.0,-64.678317,32.369459,Bermuda,Saint David's Island,1221.0,POINT (-64.678317 32.369459),390,-1
8489.0,-32.425866,-3.856477,Brazil,Ilha de Fernando de Noronha,2678.0,POINT (-32.425866 -3.856477),43,-1
38595.0,-76.760466,77.889135,Canada,,107.0,POINT (-76.760466 77.889135),387,-1
1028.0,-67.644515,-55.084701,Chile,Isla Navarino,1682.0,POINT (-67.644515 -55.084701),1,-1
60060.0,117.058283,23.436709,China,Nan'ao Dao,60979.0,POINT (117.058283 23.436709),955,-1
81061.0,105.636553,-10.485344,Christmas Island,Christmas Island,1721.0,POINT (105.636553 -10.485344),1756,-1
8623.0,-157.91943,-21.928127,Cook Islands,Mangaia,237.0,POINT (-157.91943 -21.928127),49,-1
12632.0,-82.840207,21.676128,Cuba,Isla de la Juventud,85644.0,POINT (-82.840207 21.676128),178,-1
52224.0,33.226618,35.050397,Cyprus,Cyprus,1237851.0,POINT (33.226618 35.050397),661,-1
41440.0,11.571392,56.711898,Denmark,Anholt,670.0,POINT (11.571392 56.711898),494,-1
11665.0,-68.683805,18.149788,Dominican Republic,Isla Saona,567.0,POINT (-68.683805 18.149788),149,-1
9873.0,-80.120381,-2.841584,Ecuador,Isla Puna,6452.0,POINT (-80.120381 -2.841584),102,-1
54831.0,8.684245,3.495361,Equatorial Guinea,Isla de Bioko,206269.0,POINT (8.684245 3.495361),779,-1
45328.0,24.518,59.566128,Estonia,Naissaar,187.0,POINT (24.518 59.566128),531,-1
4394.0,-58.75274,-51.740234,Falkland Islands,North Island,2564.0,POINT (-58.75274 -51.740234),6,-1
80318.0,177.08184,-12.503692,Fiji,Rotuma Island,863.0,POINT (177.08184 -12.503692),1726,-1
49658.0,24.757215,65.026437,Finland,Hailuoto,929.0,POINT (24.757215 65.026437),603,-1
38877.0,9.105559,42.151732,France,Corse,293765.0,POINT (9.105559 42.151732),397,-1
85119.0,-140.866198,-15.823715,French Polynesia,Atoll Fangatau,53.0,POINT (-140.866198 -15.823715),2007,-1
54777.0,8.855715,-0.849898,Gabon,Ile Mandji,142552.0,POINT (8.855715 -0.849898),775,-1
40511.0,6.963422,53.674053,Germany,Juist,945.0,POINT (6.963422 53.674053),451,-1
52165.0,24.08851,34.841309,Greece,Nisos Gavdos,125.0,POINT (24.08851 34.841309),657,-1
37605.0,-53.236387,66.855875,Greenland,Sarfannguaq,148.0,POINT (-53.236387 66.855875),369,-1
39947.0,-2.579465,49.456382,Guernsey,Guernsey,63601.0,POINT (-2.579465 49.456382),432,-1
50036.0,-18.59407,64.990673,Iceland,Iceland,328476.0,POINT (-18.59407 64.990673),609,-1
81059.0,121.869738,-10.527826,Indonesia,Pulau Sawu,44836.0,POINT (121.869738 -10.527826),1755,-1
57251.0,50.312734,29.242746,Iran,Jazireh-ye Khark,35440.0,POINT (50.312734 29.242746),900,-1
40115.0,-9.859905,51.63016,Ireland,Bear Island,429.0,POINT (-9.859905 51.63016),438,-1
40700.0,-4.537848,54.228407,Isle of Man,Isle of Man,87816.0,POINT (-4.537848 54.228407),453,-1
53330.0,9.036224,40.090224,Italy,Isola di Sardegna,1661432.0,POINT (9.036224 40.090224),741,-1
11801.0,-77.310484,18.157071,Jamaica,Jamaica,2761519.0,POINT (-77.310484 18.157071),158,-1
60658.0,142.157199,26.667203,Japan,Haha-jima,654.0,POINT (142.157199 26.667203),975,-1
39921.0,-2.132722,49.213826,Jersey,Jersey,98100.0,POINT (-2.132722 49.213826),431,-1
66336.0,176.448189,-1.346386,Kiribati,Nikunau,990.0,POINT (176.448189 -1.346386),1204,-1
57280.0,48.217277,29.779982,Kuwait,Jazirat Bubiyan,449.0,POINT (48.217277 29.779982),902,-1
53829.0,49.912718,-16.894686,Madagascar,Nosy Sainte Marie,27028.0,POINT (49.912718 -16.894686),751,-1
70229.0,116.032955,6.016822,Malaysia,Pulau Gaya,1879.0,POINT (116.032955 6.016822),1429,-1
52252.0,14.252121,36.04701,Malta,Ghawdex,33307.0,POINT (14.252121 36.04701),666,-1
53693.0,63.421348,-19.716703,Mauritius,Ile Rodrigues,39001.0,POINT (63.421348 -19.716703),749,-1
16828.0,-112.366899,28.98719,Mexico,Isla Tiburon,1044.0,POINT (-112.366899 28.98719),210,-1
70691.0,158.227342,6.880338,Micronesia,Pohnpei,25602.0,POINT (158.227342 6.880338),1452,-1
53570.0,35.43774,-21.87475,Mozambique,Ilha de Santo Antonio,246.0,POINT (35.43774 -21.87475),745,-1
66952.0,166.934484,-0.52847,Nauru,Nauru,6511.0,POINT (166.934484 -0.52847),1231,-1
11070.0,-68.972625,12.194064,Netherlands Antilles,Curacao,148908.0,POINT (-68.972625 12.194064),121,-1
77398.0,166.80898,-22.428333,New Caledonia,Ile Ouen,124.0,POINT (166.80898 -22.428333),1659,-1
75843.0,170.480865,-43.985413,New Zealand,South Island,1110245.0,POINT (170.480865 -43.985413),1642,-1
54967.0,6.956912,4.572694,Nigeria,,2232.0,POINT (6.956912 4.572694),783,-1
8789.0,-169.858549,-19.052414,Niue,Niue Island,1757.0,POINT (-169.858549 -19.052414),59,-1
49853.0,11.92039,65.659663,Norway,Vega,1182.0,POINT (11.92039 65.659663),606,-1
55986.0,58.778539,20.411735,Oman,Jazirat Masirah,11227.0,POINT (58.778539 20.411735),805,-1
71218.0,134.565163,7.499321,Palau,Babeldaob,5884.0,POINT (134.565163 7.499321),1466,-1
84769.0,152.072403,-4.11031,Papua New Guinea,Watom Island,1494.0,POINT (152.072403 -4.11031),1978,-1
71059.0,124.041314,7.334673,Philippines,Bongo Island,8137.0,POINT (124.041314 7.334673),1460,-1
19038.0,-25.481891,37.7954,Portugal,Ilha de Sao Miguel,133550.0,POINT (-25.481891 37.7954),256,-1
11797.0,-66.479512,18.224245,Puerto Rico,Island of Puerto Rico,3196239.0,POINT (-66.479512 18.224245),157,-1
53611.0,55.532685,-21.133348,Reunion,Ilet du Gros Galet,839804.0,POINT (55.532685 -21.133348),747,-1
27066.0,-179.189337,71.26339,Russia,Ostrov Vrangelya,83.0,POINT (-179.189337 71.26339),325,-1
7733.0,-12.285103,-37.112443,Saint Helena,Tristan da Cunha,321.0,POINT (-12.285103 -37.112443),37,-1
9666.0,-172.447361,-13.62086,Samoa,Savai'i,39295.0,POINT (-172.447361 -13.62086),88,-1
54815.0,7.397049,1.615394,Sao Tome and Principe,Ilha do Principe,8018.0,POINT (7.397049 1.615394),778,-1
18163.0,-16.704367,13.841637,Senegal,Ile de Guior,11002.0,POINT (-16.704367 13.841637),234,-1
17885.0,-12.681851,7.551472,Sierra Leone,Sherbro Island,32211.0,POINT (-12.681851 7.551472),215,-1
80642.0,159.792116,-11.296598,Solomon Islands,Bellona,1210.0,POINT (159.792116 -11.296598),1733,-1
64375.0,126.325618,37.697132,South Korea,Sekimo-to,1274.0,POINT (126.325618 37.697132),1095,-1
18240.0,-15.593194,27.954821,Spain,Isla de Gran Canaria,828930.0,POINT (-15.593194 27.954821),245,-1
51602.0,15.878883,78.609873,Svalbard and Jan Mayen,Spitsbergen,2366.0,POINT (15.878883 78.609873),649,-1
41679.0,16.677718,56.745956,Sweden,Oland,24967.0,POINT (16.677718 56.745956),500,-1
54422.0,39.77276,-7.855588,Tanzania,Mafia Island,53764.0,POINT (39.77276 -7.855588),766,-1
8669.0,-175.191861,-21.174082,Tonga,Tongatapu Island,74571.0,POINT (-175.191861 -21.174082),53,-1
53229.0,27.511202,40.503646,Turkey,Turkeli Adasi,2498.0,POINT (27.511202 40.503646),735,-1
